area;mh;ind;bird_feaces;mammal_feaces;bird_seeds;mammal_seeds;total_seeds;sampled_area_m2;density_raw;seed_density_m2;focal_point;x;y;random_drop
SABCOL;FF;C_FF_A;24;0;48;0;48;0.1665;288.2882883;288;YES;-6.506511;37.000221;no
SABCOL;FF;C_FF_B;33;1;66;25;91;0.24;379.1666667;379;NO;-6.506633;37.00042;no
SABCOL;FF;C_FF_C;30;0;60;0;60;0.2597;231.0358106;231;NO;-6.506384;36.999932;no
SABCOL;FF;C_FF_D;10;0;20;0;20;0.184;108.6956522;109;YES;-6.506451;37.000311;no
SABCOL;FF;C_FF_E;16;0;32;0;32;0.216;148.1481481;148;NO;-6.507189;37.000825;no
SABCOL;FF;C_FF_F;14;0;28;0;28;0.12;233.3333333;233;NO;-6.507197;37.000783;no
SABCOL;FF;C_FF_G;8;0;16;0;16;0.18;88.88888889;89;YES;-6.507248;37.000738;no
SABCOL;FF;C_FF_H;8;0;16;0;16;0.16;100;100;NO;-6.507167;37.000765;no
SABCOL;FF;C_FF_I;11;0;22;0;22;0.24;91.66666667;92;YES;-6.505658;37.000049;no
SABCOL;FF;C_FF_J;17;0;34;0;34;0.2184;155.6776557;156;NO;-6.50665;37.000388;no
SABCOL;FF;C_FF_K;3;0;6;0;6;0.22;27.27272727;27;NO;-6.507505;36.999814;no
SABCOL;FF;C_FF_L;2;0;4;0;4;0.182;21.97802198;22;NO;-6.507501;36.99983;no
SABCOL;FF;C_FF_M;0;0;0;0;0;0.14;0;0;NO;-6.507446;36.999877;no
SABCOL;FF;C_FF_N;4;0;8;0;8;0.1728;46.2962963;46;NO;-6.507433;36.999888;no
SABCOL;FF;C_FF_O;2;0;4;0;4;0.234;17.09401709;17;NO;-6.507424;36.999962;no
SABCOL;NF;C_NF_A;57;0;114;0;114;0.2128;535.7142857;536;NO;-6.506354;37.000409;no
SABCOL;NF;C_NF_B;33;0;66;0;66;0.3053;216.1808058;216;NO;-6.506352;37.000728;no
SABCOL;NF;C_NF_C;19;0;38;0;38;0.215;176.744186;177;NO;-6.506488;37.000198;no
SABCOL;NF;C_NF_D;39;0;78;0;78;0.252;309.5238095;310;NO;-6.506304;37.000574;no
SABCOL;NF;C_NF_E;6;0;12;0;12;0.252;47.61904762;48;NO;-6.50671;37.000665;no
SABCOL;NF;C_NF_F;25;0;50;0;50;0.2475;202.020202;202;YES;-6.50656;37.000753;no
SABCOL;NF;C_NF_G;12;0;24;0;24;0.2816;85.22727273;85;YES;-6.506018;37.000567;no
SABCOL;NF;C_NF_H;4;0;8;0;8;0.235;34.04255319;34;NO;-6.506201;37.000264;no
SABCOL;NF;C_NF_I;11;0;22;0;22;0.2835;77.60141093;78;NO;-6.506323;37.000224;no
SABCOL;NF;C_NF_J;16;0;32;0;32;0.2795;114.490161;114;YES;-6.50632;37.000138;no
SABCOL;NF;C_NF_K;11;0;22;0;22;0.2145;102.5641026;103;YES;-6.506605;36.999931;no
SABCOL;NF;C_NF_L;11;0;22;0;22;0.2565;85.76998051;86;NO;-6.50667;37.000003;no
SABCOL;NF;C_NF_M;8;0;16;0;16;0.2904;55.09641873;55;NO;-6.50662;37.000161;no
SABCOL;NF;C_NF_N;5;0;10;0;10;0.21;47.61904762;48;NO;-6.506809;37.000374;no
SABCOL;NF;C_NF_O;0;0;0;0;0;0.2226;0;0;NO;-6.506627;37.000611;no
SABCOL;PP;C_PP_A;14;0;28;0;28;0.2808;99.71509972;100;NO;-6.506221;37.000325;no
SABCOL;PP;C_PP_B;61;0;122;0;122;0.248;491.9354839;492;NO;-6.506269;37.000138;no
SABCOL;PP;C_PP_C;20;0;40;0;40;0.2332;171.5265866;172;YES;-6.506974;37.000216;no
SABCOL;PP;C_PP_D;9;0;18;0;18;0.243;74.07407407;74;NO;-6.506326;37.001037;no
SABCOL;PP;C_PP_E;8;1;16;25;41;0.1944;210.9053498;211;YES;-6.506768;36.999826;no
SABCOL;PP;C_PP_F;6;0;12;0;12;0.2;60;60;NO;-6.506898;36.999943;no
SABCOL;PP;C_PP_G;25;0;50;0;50;0.208;240.3846154;240;NO;-6.506898;37.000011;no
SABCOL;PP;C_PP_H;28;1;56;25;81;0.22;368.1818182;368;NO;-6.506333;36.999768;no
SABCOL;PP;C_PP_I;24;1;48;25;73;0.22;331.8181818;332;YES;-6.506249;37.000377;no
SABCOL;PP;C_PP_J;65;1;130;25;155;0.25;620;620;NO;-6.506232;37.000088;no
SABCOL;PP;C_PP_K;21;1;42;25;67;0.215;311.627907;312;NO;-6.506271;37.00005;no
SABCOL;PP;C_PP_L;29;0;58;0;58;0.315;184.1269841;184;YES;-6.506328703;37.00130661;no
SABCOL;PP;C_PP_M;15;0;30;0;30;0.24;125;125;NO;-6.506422;37.001359;no
SABCOL;PP;C_PP_N;14;0;28;0;28;0.24;116.6666667;117;NO;-6.506476;37.001403;no
SABCOL;PP;C_PP_O;13;0;26;0;26;0.2436;106.7323481;107;NO;-6.50643;37.001459;no
SABCOL;JP;C002;43;0;86;0;86;0.5;172;172;NO;-6.506057213;37.00080117;no
SABCOL;JP;C014;38;1;76;25;101;0.5;202;202;YES;-6.506553396;37.00068699;no
SABCOL;JP;C017;17;0;34;0;34;0.54;62.96296296;63;NO;-6.506706548;37.00083022;no
SABCOL;JP;C018;11;1;22;25;47;0.51;92.15686275;92;NO;-6.506699238;37.00077985;no
SABCOL;JP;C024;18;1;36;25;61;0.5336;114.3178411;114;NO;-6.506885148;37.00083003;yes
SABCOL;JP;C050;24;1;48;25;73;0.4984;146.4686998;146;NO;-6.506410761;37.0006039;no
SABCOL;JP;C054;36;0;72;0;72;0.5804;124.0523777;124;NO;-6.506342727;37.00066156;no
SABCOL;JP;C055;40;0;80;0;80;0.562;142.3487544;142;NO;-6.506320516;37.00063823;yes
SABCOL;JP;C056;18;1;36;25;61;0.5;122;122;NO;-6.50624256;37.00059509;yes
SABCOL;JP;C057;82;0;164;0;164;0.5144;318.8180404;319;NO;-6.506111587;37.00070026;no
SABCOL;JP;C065;50;0;100;0;100;0.5144;194.4012442;194;NO;-6.505945626;37.00037576;yes
SABCOL;JP;C075;23;0;46;0;46;0.264;174.2424242;174;YES;-6.506160102;37.000325;no
SABCOL;JP;C083;18;0;36;0;36;0.4776;75.37688442;75;NO;-6.506005453;36.99998575;no
SABCOL;JP;C086;33;0;66;0;66;0.47;140.4255319;140;NO;-6.506151174;37.00009711;yes
SABCOL;JP;C106;45;0;90;0;90;0.47;191.4893617;191;NO;-6.506351878;37.00015037;yes
SABCOL;JP;C107;26;0;52;0;52;0.45;115.5555556;116;NO;-6.50641414;37.00018144;yes
SABCOL;JP;C111;22;0;44;0;44;0.4264;103.1894934;103;YES;-6.506594444;37.000125;no
SABCOL;JP;C119;24;1;48;25;73;0.5216;139.9539877;140;NO;-6.506659819;37.00014907;yes
SABCOL;JP;C121;6;0;12;0;12;0.508;23.62204724;24;NO;-6.50671187;37.00009854;yes
SABCOL;JP;C126;43;1;86;25;111;0.2684;413.561848;414;NO;-6.506777342;37.00004144;yes
SABCOL;JP;C131;68;1;136;25;161;0.4909;327.9690365;328;NO;-6.506834566;37.00005819;yes
SABCOL;JP;C140;37;1;74;25;99;0.5336;185.5322339;186;NO;-6.506762125;37.00012249;yes
SABCOL;JP;C141;35;0;70;0;70;0.5224;133.9969372;134;NO;-6.506793;37.00015233;yes
SABCOL;JP;C150;38;0;76;0;76;0.5368;141.5797317;142;NO;-6.506752697;37.00025265;no
SABCOL;JP;C153;46;0;92;0;92;0.5368;171.3859911;171;NO;-6.506813628;37.00032634;yes
SABCOL;JP;C162;24;0;48;0;48;0.3684;130.2931596;130;YES;-6.506334997;37.00031259;no
SABCOL;JP;C165;51;0;102;0;102;0.508;200.7874016;201;NO;-6.506366097;37.00045326;yes
SABCOL;JP;C168;53;1;106;25;131;0.5144;254.6656299;255;NO;-6.506552191;37.00047693;yes
SABCOL;JP;C172;19;0;38;0;38;0.5512;68.94049347;69;NO;-6.506691357;37.00046095;no
SABCOL;JP;C174;26;0;52;0;52;0.5038;103.2155617;103;NO;-6.5067169;37.00053874;no
SABCOL;JP;C176;17;1;34;25;59;0.4823;122.3304997;122;NO;-6.506794581;37.0004536;yes
SABCOL;JP;C193;19;0;38;0;38;0.5784;65.69847856;66;NO;-6.506854128;37.00048129;yes
SABCOL;JP;C197;15;0;30;0;30;0.5616;53.41880342;53;NO;-6.506796572;37.00059637;yes
SABCOL;JP;C285;21;0;42;0;42;0.4454;94.29726089;94;NO;-6.50677915;37.00023684;yes
SABCOL;JP;C316;39;2;78;50;128;0.5272;242.7921093;243;NO;-6.506119392;37.00028985;no
SABCOL;OA;CT1M13;1;0;2;0;2;1;2;2;YES;-6.506490574;37.00083451;no
SABCOL;OA;CT1M14;1;0;2;0;2;1;2;2;NO;-6.506480801;37.00083493;no
SABCOL;OA;CT1M23;1;0;2;0;2;1;2;2;YES;-6.50638388;37.00083601;no
SABCOL;OA;CT1M24;1;0;2;0;2;1;2;2;NO;-6.506374837;37.00083619;no
SABCOL;OA;CT1M25;1;0;2;0;2;1;2;2;NO;-6.506366814;37.00083611;no
SABCOL;OA;CT1M27;1;0;2;0;2;1;2;2;YES;-6.506345647;37.00083659;no
SABCOL;OA;CT1M3;1;0;2;0;2;1;2;2;NO;-6.506608082;37.00083246;no
SABCOL;OA;CT1M35;1;0;2;0;2;1;2;2;YES;-6.506247222;37.00083611;no
SABCOL;OA;CT1M4;1;0;2;0;2;1;2;2;YES;-6.506591879;37.00083315;no
SABCOL;OA;CT1M44;2;0;4;0;4;1;4;4;YES;-6.50615;37.00083611;no
SABCOL;OA;CT1M45;1;0;2;0;2;1;2;2;NO;-6.506141667;37.00084167;no
SABCOL;OA;CT1M46;1;0;2;0;2;1;2;2;YES;-6.506136111;37.00083889;no
SABCOL;OA;CT1M48;1;0;2;0;2;1;2;2;NO;-6.506102778;37.00083889;no
SABCOL;OA;CT1M49;2;0;4;0;4;1;4;4;YES;-6.506086111;37.00083889;no
SABCOL;OA;CT1M1;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M2;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M5;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M6;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M7;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M8;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M9;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M10;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M11;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M12;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M15;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M16;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M17;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M18;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M19;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M20;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M21;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M22;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M26;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M28;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M29;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M30;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M31;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M32;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M33;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M34;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M36;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M37;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M38;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M39;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M40;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M41;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M42;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M43;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M47;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT1M50;0;0;0;0;0;1;0;0;NO;-6.506086111;37.00083889;no
SABCOL;OA;CT2M10;1;0;2;0;2;1;2;2;NO;-6.506502087;37.00038636;no
SABCOL;OA;CT2M12;1;0;2;0;2;1;2;2;YES;-6.506493832;37.00040767;no
SABCOL;OA;CT2M13;1;0;2;0;2;1;2;2;NO;-6.506485586;37.00042724;no
SABCOL;OA;CT2M14;1;0;2;0;2;1;2;2;YES;-6.506483376;37.00043852;no
SABCOL;OA;CT2M2;1;0;2;0;2;1;2;2;NO;-6.506517208;37.00032118;no
SABCOL;OA;CT2M32;1;0;2;0;2;1;2;2;NO;-6.506352949;37.00056148;no
SABCOL;OA;CT2M33;1;0;2;0;2;1;2;2;NO;-6.506347731;37.00056644;no
SABCOL;OA;CT2M39;1;0;2;0;2;1;2;2;NO;-6.506317039;37.00058686;no
SABCOL;OA;CT2M4;2;0;4;0;4;1;4;4;NO;-6.506513896;37.00033754;no
SABCOL;OA;CT2M41;1;0;2;0;2;1;2;2;YES;-6.506299769;37.00061104;no
SABCOL;OA;CT2M43;2;0;4;0;4;1;4;4;YES;-6.506293331;37.00061687;no
SABCOL;OA;CT2M49;1;0;2;0;2;1;2;2;YES;-6.506250861;37.00065745;no
SABCOL;OA;CT2M1;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M3;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M5;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M6;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M7;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M8;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M9;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M11;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M15;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M16;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M17;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M18;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M19;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M20;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M21;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M22;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M23;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M24;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M25;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M26;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M27;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M28;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M29;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M30;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M31;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M34;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M35;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M36;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M37;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M38;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M40;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M42;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M44;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M45;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M46;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M47;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M48;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT2M50;0;0;0;0;0;1;0;0;YES;-6.506502087;37.00038636;no
SABCOL;OA;CT3M1;1;0;2;0;2;1;2;2;YES;-6.506208333;37.00052778;no
SABCOL;OA;CT3M10;2;0;4;0;4;1;4;4;NO;-6.506305556;37.00052222;no
SABCOL;OA;CT3M22;1;0;2;0;2;1;2;2;YES;-6.506444444;37.00051667;no
SABCOL;OA;CT3M24;1;0;2;0;2;1;2;2;YES;-6.506463889;37.00051389;no
SABCOL;OA;CT3M27;1;0;2;0;2;1;2;2;YES;-6.506502778;37.00051111;no
SABCOL;OA;CT3M28;1;0;2;0;2;1;2;2;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M3;1;0;2;0;2;1;2;2;NO;-6.506230556;37.00052778;no
SABCOL;OA;CT3M32;2;0;4;0;4;1;4;4;YES;-6.506552778;37.00050556;no
SABCOL;OA;CT3M33;2;0;4;0;4;1;4;4;YES;-6.506563889;37.00050556;no
SABCOL;OA;CT3M39;1;0;2;0;2;1;2;2;NO;-6.506633333;37.00050278;no
SABCOL;OA;CT3M42;1;0;2;0;2;1;2;2;YES;-6.506663889;37.0005;no
SABCOL;OA;CT3M47;1;0;2;0;2;1;2;2;YES;-6.506719444;37.00049722;no
SABCOL;OA;CT3M49;1;0;2;0;2;1;2;2;YES;-6.506741667;37.00049722;no
SABCOL;OA;CT3M6;1;0;2;0;2;1;2;2;NO;-6.506263889;37.000525;no
SABCOL;OA;CT3M7;1;0;2;0;2;1;2;2;YES;-6.506277778;37.000525;no
SABCOL;OA;CT3M8;1;0;2;0;2;1;2;2;YES;-6.506288889;37.000525;no
SABCOL;OA;CT3M9;2;0;4;0;4;1;4;4;NO;-6.5063;37.00052222;no
SABCOL;OA;CT3M2;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M4;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M5;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M11;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M12;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M13;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M14;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M15;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M16;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M17;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M18;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M19;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M20;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M21;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M23;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M25;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M26;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M29;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M30;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M31;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M34;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M35;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M36;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M37;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M38;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M40;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M41;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M43;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M44;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M45;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M46;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M48;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABCOL;OA;CT3M50;0;0;0;0;0;1;0;0;YES;-6.506516667;37.00050833;no
SABMAR;FF;M_FF_A;8;0;16;0;16;0.22;72.72727273;73;NO;-6.53224;37.012297;no
SABMAR;FF;M_FF_B;1;0;2;0;2;0.208;9.615384615;10;NO;-6.532341;37.012199;no
SABMAR;FF;M_FF_C;15;0;30;0;30;0.18;166.6666667;167;YES;-6.532465;37.012158;no
SABMAR;FF;M_FF_D;8;0;16;0;16;0.258;62.01550388;62;NO;-6.532661;37.012162;no
SABMAR;FF;M_FF_E;4;0;8;0;8;0.315;25.3968254;25;NO;-6.532703;37.012315;no
SABMAR;FF;M_FF_F;6;1;12;25;37;0.2444;151.391162;151;YES;-6.532393;37.011949;no
SABMAR;FF;M_FF_G;4;1;8;25;33;0.26;126.9230769;127;NO;-6.532429;37.011503;no
SABMAR;FF;M_FF_H;16;0;32;0;32;0.2356;135.8234295;136;NO;-6.53241;37.011484;no
SABMAR;FF;M_FF_I;14;0;28;0;28;0.22;127.2727273;127;YES;-6.532475221;37.01249017;no
SABMAR;FF;M_FF_J;31;0;62;0;62;0.252;246.031746;246;NO;-6.533147;37.012311;no
SABMAR;FF;M_FF_K;4;0;8;0;8;0.235;34.04255319;34;YES;-6.533039;37.012334;no
SABMAR;FF;M_FF_L;6;0;12;0;12;0.2436;49.26108374;49;NO;-6.532362;37.012523;no
SABMAR;FF;M_FF_M;10;0;20;0;20;0.2915;68.61063465;69;NO;-6.533065;37.012439;no
SABMAR;FF;M_FF_N;14;0;28;0;28;0.22;127.2727273;127;NO;-6.532591;37.012068;no
SABMAR;FF;M_FF_O;3;0;6;0;6;0.1575;38.0952381;38;NO;-6.532652;37.011809;no
SABMAR;NF;M_NF_A;12;0;24;0;24;0.256;93.75;94;YES;-6.53287;37.011957;no
SABMAR;NF;M_NF_B;14;0;28;0;28;0.29;96.55172414;97;YES;-6.532802;37.012014;no
SABMAR;NF;M_NF_C;3;0;6;0;6;0.22;27.27272727;27;NO;-6.533136;37.012283;no
SABMAR;NF;M_NF_D;6;0;12;0;12;0.264;45.45454545;45;NO;-6.533187;37.012312;no
SABMAR;NF;M_NF_E;7;0;14;0;14;0.24;58.33333333;58;YES;-6.53328178;37.01226195;no
SABMAR;NF;M_NF_F;3;0;6;0;6;0.208;28.84615385;29;NO;-6.533098;37.012409;no
SABMAR;NF;M_NF_G;4;0;8;0;8;0.22;36.36363636;36;NO;-6.533087;37.012392;no
SABMAR;NF;M_NF_H;3;0;6;0;6;0.2432;24.67105263;25;NO;-6.532377;37.01239;no
SABMAR;NF;M_NF_I;13;0;26;0;26;0.258;100.7751938;101;YES;-6.532464637;37.01242643;no
SABMAR;NF;M_NF_J;0;0;0;0;0;0.228;0;0;NO;-6.532532;37.012545;no
SABMAR;NF;M_NF_K;7;0;14;0;14;0.3132;44.69987229;45;NO;-6.532816;37.012056;no
SABMAR;NF;M_NF_L;12;0;24;0;24;0.208;115.3846154;115;NO;-6.532701;37.011942;no
SABMAR;NF;M_NF_M;4;0;8;0;8;0.228;35.0877193;35;NO;-6.533211;37.012128;no
SABMAR;NF;M_NF_N;3;0;6;0;6;0.2795;21.46690519;21;NO;-6.53333;37.012004;no
SABMAR;NF;M_NF_O;6;0;12;0;12;0.2438;49.22067268;49;NO;-6.533295;37.012045;no
SABMAR;PP;M_PP_A;10;0;20;0;20;0.2346;85.2514919;85;YES;-6.532103;37.012233;no
SABMAR;PP;M_PP_B;5;0;10;0;10;0.216;46.2962963;46;NO;-6.532075;37.01223;no
SABMAR;PP;M_PP_C;6;0;12;0;12;0.188;63.82978723;64;NO;-6.532089;37.012208;no
SABMAR;PP;M_PP_D;12;2;24;50;74;0.2726;271.4600147;271;NO;-6.532071;37.012253;no
SABMAR;PP;M_PP_E;10;0;20;0;20;0.258;77.51937984;78;NO;-6.532074;37.012277;no
SABMAR;PP;M_PP_F;4;0;8;0;8;0.2552;31.34796238;31;NO;-6.532082;37.01222;no
SABMAR;PP;M_PP_G;11;1;22;25;47;0.2;235;235;NO;-6.532065;37.012253;no
SABMAR;PP;M_PP_H;8;1;16;25;41;0.224;183.0357143;183;NO;-6.53204;37.012234;no
SABMAR;PP;M_PP_I;8;0;16;0;16;0.2332;68.61063465;69;NO;-6.531987;37.012197;no
SABMAR;PP;M_PP_J;8;0;16;0;16;0.2226;71.87780773;72;NO;-6.531987;37.012206;no
SABMAR;PP;M_PP_K;7;3;14;75;89;0.2304;386.2847222;386;YES;-6.532698;37.011261;no
SABMAR;PP;M_PP_L;12;1;24;25;49;0.258;189.9224806;190;NO;-6.532718;37.011258;no
