sampled;knownPopulation;FAM01_DFAGA;FAM01_DFAGAb;FAM03_022206;FAM03_022206b;FAM06_84596;FAM06_84596b;NED07_DCRW4;NED07_DCRW4b;NED08_033740;NED08_033740b;NED09_ESGND;NED09_ESGNDb;VIC12_DMX65;VIC12_DMX65b;VIC13_015521;VIC13_015521b;VIC14_127300;VIC14_127300b;PET15_DLXB1;PET15_DLXB1b;PET16_064797;PET16_064797b;PET17_58859;PET17_58859b
39_Jp_End_256B_P05;1;91;91;169;177;259;271;95;95;133;135;154;154;108;122;171;197;231;257;136;140;209;209;236;238
40_Jp_End_256C_P05;1;91;91;169;177;236;259;95;95;133;135;154;154;108;122;171;197;231;257;136;140;209;209;236;238
41_Jp_End_256D_P05;1;91;91;169;177;259;259;95;95;133;135;154;154;108;122;171;197;231;257;136;140;209;209;236;238
42_Jp_End_256E_P05;1;91;91;169;177;259;273;95;95;133;135;154;154;108;122;171;197;231;246;136;140;209;209;236;238
43_Jp_End_257A_P05;1;91;95;169;169;259;277;97;97;133;135;161;163;108;122;171;191;227;248;136;140;209;213;238;244
44_Jp_End_258A_P05;1;91;91;169;169;259;259;95;99;135;135;161;161;139;147;187;197;246;246;136;140;205;209;238;244
45_Jp_End_258B_P05;1;91;91;169;169;259;259;95;99;135;135;161;161;139;147;187;197;246;246;136;140;205;209;236;238
46_Jp_End_259A_P05;1;93;93;169;171;271;279;97;99;135;135;161;163;108;108;191;197;246;257;140;140;205;209;238;238
47_Jp_End_260A_P05;1;91;95;169;169;259;277;97;97;133;135;161;163;108;122;171;191;227;248;136;140;209;213;238;244
48_Jp_End_260B_P05;1;91;95;169;169;259;277;97;97;133;135;161;163;108;122;171;191;227;248;136;140;209;213;238;244
49_Jp_End_261A_P05;1;95;95;169;169;245;259;95;99;133;135;154;163;122;122;193;195;227;227;140;140;209;213;238;238
50_Jp_End_262A_P05;1;91;95;169;169;259;271;97;97;133;135;154;161;128;128;171;191;246;258;138;140;203;209;236;238
51_Jp_End_262B_P05;1;91;95;169;169;259;271;97;97;133;135;154;161;128;128;171;191;246;258;138;140;203;209;236;238
52_Jp_End_262C_P05;1;93;93;169;169;261;283;97;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
53_Jp_End_262D_P05;1;95;95;169;169;259;277;97;97;135;135;154;161;108;128;171;199;231;258;138;140;203;209;236;238
54_Jp_End_262E_P05;1;91;95;169;169;259;277;97;97;135;135;154;163;108;128;171;191;246;258;138;140;203;209;236;238
55_Jp_End_263A_P05;1;93;93;169;169;277;277;97;97;133;135;154;161;108;128;171;187;231;257;138;138;203;209;236;238
56_Jp_End_264A_P05;1;95;95;169;169;247;271;95;97;135;135;154;154;128;133;187;187;231;246;140;140;203;207;238;244
57_Jp_End_264B_P05;1;95;95;169;169;247;271;95;97;135;135;154;154;128;133;187;187;246;246;140;140;203;207;238;244
58_Jp_End_265A_P05;1;91;93;169;169;253;259;97;97;135;135;154;161;142;144;171;185;231;246;140;140;203;213;236;238
59_Jp_End_265B_P05;1;91;93;169;169;253;259;97;97;135;135;154;161;142;144;171;185;231;246;140;140;203;213;236;244
60_Jp_End_266A_P05;1;93;95;169;169;247;259;99;99;133;135;152;154;128;133;171;185;246;246;138;140;203;209;238;238
61_Jp_End_267A_P05;1;93;95;169;169;247;259;99;99;133;135;152;154;128;133;171;185;246;246;138;140;203;209;238;238
62_Jp_End_267B_P05;1;93;95;169;169;247;259;99;99;133;135;152;154;128;133;171;185;246;246;138;140;203;209;238;238
63_Jp_End_268A_P05;1;95;95;169;179;245;267;97;99;135;135;161;161;128;144;197;197;231;246;140;140;207;213;236;238
64_Jp_End_268B_P05;1;95;95;169;179;245;267;97;99;135;135;161;161;128;144;197;197;231;246;140;140;207;213;236;238
65_Jp_End_269A_P05;1;91;93;169;169;259;271;97;97;133;135;154;163;128;144;171;189;236;246;136;140;213;213;236;244
66_Jp_End_269B_P05;1;91;93;169;169;271;277;97;97;135;135;154;161;133;144;187;191;246;246;140;140;203;213;236;244
67_Jp_End_270A_P05;1;93;95;169;169;259;259;95;95;135;135;154;154;128;128;171;171;246;246;136;138;213;213;236;236
68_Jp_End_271A_P05;1;95;95;169;169;245;245;95;99;135;135;161;163;122;128;171;199;231;246;136;136;209;213;238;238
69_Jp_End_271B_P05;1;95;95;169;169;245;259;97;99;135;135;161;161;122;122;195;199;231;246;136;140;209;209;236;238
70_Jp_End_272A_P05;1;95;95;169;169;245;259;97;97;133;135;154;161;122;144;0;0;231;246;136;140;205;205;236;238
71_Jp_End_273A_P05;1;93;93;169;169;259;273;97;99;133;135;154;154;108;128;171;187;246;246;140;140;209;213;244;244
72_Jp_End_273B_P05;1;93;93;169;169;259;273;97;99;133;135;154;154;108;128;171;187;246;246;140;140;209;209;244;244
73_Jp_End_274A_P05;1;91;95;169;179;265;273;95;99;135;135;154;161;108;133;171;187;226;236;136;136;209;209;236;238
74_Jp_End_275A_P05;1;91;93;169;169;259;273;97;99;133;135;154;161;128;144;187;187;231;236;136;138;209;213;238;238
75_Jp_End_276A_P05;1;89;95;169;169;259;277;95;95;135;135;154;161;108;144;171;187;236;246;136;140;213;213;238;238
76_Jp_End_277A_P05;1;91;95;169;169;259;265;99;99;133;133;154;161;128;139;171;187;231;246;136;140;213;213;236;244
77_Jp_End_277B_P05;1;91;95;169;169;259;265;99;99;133;133;154;161;128;139;171;187;231;246;136;140;213;213;238;244
78_Jp_End_277C_P05;1;91;95;169;169;259;265;99;99;133;133;154;161;128;139;171;187;231;246;136;140;213;213;238;244
79_Jp_End_277D_P05;1;91;95;169;169;259;265;99;99;133;133;154;161;128;139;171;187;231;231;136;140;213;213;238;244
80_Jp_End_277E_P05;1;91;95;169;169;259;265;99;99;133;133;154;161;128;139;171;187;231;231;136;140;213;213;238;244
81_Jp_End_278A_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
82_Jp_End_278B_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
83_Jp_End_278C_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
84_Jp_End_278D_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
85_Jp_End_278E_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
86_Jp_End_278F_P05;1;95;95;169;171;271;283;95;99;135;135;154;161;108;139;171;187;231;236;136;140;213;213;236;244
87_Jp_End_279A_P05;1;93;93;169;177;245;271;95;95;133;135;154;161;108;122;171;187;231;231;140;140;213;213;244;244
88_Jp_End_279B_P05;1;91;93;169;169;245;259;95;99;133;135;154;161;108;144;171;187;231;236;140;140;209;213;238;244
89_Jp_End_280A_P05;1;91;91;169;169;259;271;97;99;133;135;154;154;128;144;199;199;246;250;136;140;209;213;238;244
90_Jp_End_280B_P05;1;91;91;169;169;259;271;95;97;135;135;154;161;128;144;187;197;246;246;136;140;209;209;236;246
91_Jp_End_280C_P05;1;91;91;169;169;259;271;97;99;133;135;154;154;128;144;199;199;246;250;136;140;209;213;238;244
92_Jp_End_281A_P05;1;93;93;169;169;259;273;97;99;135;135;161;163;108;128;171;197;231;246;136;140;207;213;236;244
93_Jp_End_281B_P05;1;93;93;169;169;259;273;97;99;135;135;161;163;108;128;171;197;231;246;136;140;207;213;236;244
94_Jp_End_282A_P05;1;91;95;169;169;245;259;97;97;135;135;154;161;108;122;187;189;246;246;136;140;209;213;238;246
001_JP_End_283A_P06;1;91;95;169;169;257;263;97;97;133;133;154;161;108;122;171;187;246;246;136;140;207;213;244;244
002_JP_End_283B_P06;1;91;95;169;169;257;263;97;97;133;133;154;161;108;122;171;187;246;246;136;140;207;213;244;244
003_JP_End_283C_P06;1;91;95;169;169;257;263;97;97;133;133;154;161;108;122;171;187;246;246;136;140;207;213;244;244
004_JP_End_283D_P06;1;91;95;169;169;263;273;95;95;133;133;154;154;139;139;171;187;231;246;138;138;207;213;238;244
005_JP_End_284A_P06;1;93;93;169;169;261;271;97;99;133;135;154;154;128;144;191;197;246;246;138;140;209;213;238;244
006_JP_End_284B_P06;1;93;93;169;169;261;271;97;99;133;135;154;154;128;144;191;197;246;246;138;140;209;213;238;244
007_JP_End_284C_P06;1;93;93;169;169;261;271;97;99;133;135;154;154;128;144;191;197;246;246;138;140;209;213;238;238
008_JP_End_285A_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
009_JP_End_286A_P06;1;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;238
010_JP_End_287A_P06;1;91;95;169;169;245;259;97;97;135;135;154;161;108;122;0;0;246;246;136;140;209;213;238;246
011_JP_End_287B_P06;1;91;95;169;169;245;259;97;97;135;135;154;161;108;122;187;189;246;246;136;140;209;213;238;246
012_JP_End_288A_P06;1;93;93;169;169;245;259;95;97;135;135;161;161;142;142;187;187;227;227;136;138;213;213;238;238
013_JP_End_289A_P06;1;91;91;169;171;259;283;97;99;133;135;161;161;122;144;171;197;227;231;138;140;207;207;236;238
014_JP_End_290A_P06;1;93;93;169;169;259;273;97;99;135;135;161;163;108;128;171;197;231;246;136;140;207;213;236;244
015_JP_End_291A_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;213;236;236
016_JP_End_291B_P06;1;93;95;169;169;245;273;97;97;135;135;161;161;108;142;171;187;227;246;140;140;207;213;236;238
017_JP_End_291C_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;213;236;236
018_JP_End_291D_P06;1;93;95;169;169;245;273;97;97;135;135;161;161;108;142;187;191;231;246;140;140;207;213;238;238
019_JP_End_291E_P06;1;93;95;169;169;245;273;97;97;135;135;161;161;108;142;187;187;231;246;140;140;207;213;236;238
020_JP_End_292A_P06;1;93;95;169;169;236;259;95;95;135;135;163;163;128;128;189;197;238;246;138;140;205;213;238;238
021_JP_End_293A_P06;1;91;93;169;169;245;259;95;99;133;135;154;161;108;144;171;187;231;236;140;140;209;213;238;244
022_JP_End_294A_P06;1;91;95;169;169;265;271;97;97;135;135;154;163;108;156;187;197;236;246;138;140;209;213;236;238
023_JP_End_295A_P06;1;93;93;169;169;259;259;95;97;135;135;161;161;122;133;171;199;236;246;136;138;205;209;236;244
024_JP_End_296A_P06;1;91;91;169;169;259;259;95;95;135;135;154;154;128;128;0;0;231;231;136;140;209;209;236;236
025_JP_End_297A_P06;1;93;93;169;169;261;283;99;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
026_JP_End_297B_P06;1;93;93;169;169;261;283;99;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
027_JP_End_297C_P06;1;93;93;169;169;261;283;99;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
028_JP_End_297D_P06;1;93;93;169;169;261;283;99;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
029_JP_End_297E_P06;1;93;93;169;169;261;283;99;99;133;133;154;161;108;128;171;199;238;246;136;138;209;213;238;238
030_JP_End_298A_P06;1;91;95;169;169;259;259;97;97;135;135;161;161;108;122;171;197;231;231;136;136;213;213;236;236
031_JP_End_299A_P06;1;91;95;169;169;245;259;97;97;135;135;154;161;122;128;171;187;231;231;136;140;207;213;236;238
032_JP_End_300A_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
033_JP_End_300B_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
034_JP_End_300C_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
035_JP_End_300D_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
036_JP_End_300E_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
037_JP_End_300F_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
038_JP_End_301A_P06;1;93;93;169;179;236;271;95;97;135;135;154;161;122;128;171;187;227;246;140;140;209;213;236;236
039_JP_End_302A_P06;1;91;91;169;179;259;271;95;95;135;135;161;163;128;147;171;171;231;231;136;136;209;213;236;236
040_JP_End_303A_P06;1;91;95;169;169;263;271;95;97;133;135;154;161;108;128;187;197;236;240;140;140;213;213;238;244
041_JP_End_304A_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;209;236;236
042_JP_End_304B_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;209;236;236
043_JP_End_304C_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;187;197;236;257;138;140;209;209;236;236
044_JP_End_304D_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;209;236;236
045_JP_End_304E_P06;1;91;93;169;179;245;271;97;97;135;135;154;154;108;128;197;197;231;236;138;140;209;209;236;236
046_JP_End_305A_P06;1;91;91;169;169;259;259;97;99;135;135;154;163;108;108;187;187;236;246;140;140;209;213;236;244
047_JP_End_305B_P06;1;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;236;246;136;140;209;209;236;246
048_JP_End_306A_P06;1;93;93;169;169;245;277;99;99;133;135;163;169;128;142;187;197;236;246;136;140;213;213;236;236
049_JP_End_306B_P06;1;93;93;169;169;277;277;99;99;133;135;154;169;108;142;187;199;227;236;136;140;213;213;236;236
050_JP_End_306C_P06;1;93;93;169;169;259;277;99;99;135;135;154;169;108;142;187;187;236;236;136;136;213;213;236;236
051_JP_End_306D_P06;1;95;95;169;169;259;277;99;99;135;135;154;169;108;142;187;187;236;236;136;136;213;213;236;236
052_JP_End_307A_P06;1;93;95;169;169;259;277;95;99;133;135;161;163;108;144;189;197;236;236;136;140;209;209;236;238
053_JP_End_307B_P06;1;93;93;169;169;269;271;95;99;135;135;154;163;108;122;187;187;236;246;136;136;209;209;236;244
054_JP_End_308A_P06;1;89;95;169;169;259;271;97;97;135;135;159;161;108;108;187;191;231;236;136;140;205;209;238;238
055_JP_End_308B_P06;1;89;95;169;169;259;271;97;97;135;135;159;161;108;108;187;191;231;236;136;140;205;209;238;238
056_JP_End_308C_P06;1;89;95;169;169;259;271;97;97;135;135;159;161;108;108;187;191;231;236;136;140;205;209;238;244
057_JP_End_309A_P06;1;91;95;169;169;259;259;97;97;133;135;154;161;108;144;171;197;231;236;136;136;209;209;236;244
058_JP_End_310A_P06;1;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
059_JP_End_311A_P06;1;93;93;169;171;259;269;97;97;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
060_JP_End_312A_P06;1;93;93;169;171;259;259;97;99;133;135;154;161;122;128;187;187;231;246;140;140;205;205;238;244
061_JP_End_313A_P06;1;91;93;169;179;259;271;97;97;135;135;154;154;108;128;197;197;231;231;138;140;209;209;236;236
062_JP_End_314A_P06;1;93;95;169;169;259;283;99;99;133;135;161;161;108;128;171;197;246;246;136;140;209;213;238;238
063_JP_End_315A_P06;1;93;95;169;169;259;271;97;97;133;135;154;163;108;128;187;189;231;231;140;140;213;213;236;240
064_JP_End_316A_P06;1;93;95;169;169;245;273;95;99;133;135;161;161;122;144;187;187;231;234;136;140;203;205;238;244
065_JP_End_317A_P06;1;93;95;169;169;265;277;95;99;133;133;154;161;108;142;187;195;234;246;136;140;207;213;238;238
066_JP_End_317B_P06;1;91;95;169;169;273;277;95;99;133;135;154;156;144;144;171;197;231;246;138;140;209;213;236;238
067_JP_End_318A_P06;1;93;95;169;185;259;271;95;97;135;135;161;161;108;144;187;197;227;246;138;138;207;213;238;244
068_JP_End_318B_P06;1;91;93;169;169;259;277;95;97;133;135;161;161;108;108;171;197;231;246;136;140;209;209;236;238
069_JP_End_318C_P06;1;93;95;169;171;259;259;95;97;133;133;161;163;144;144;187;189;231;246;136;140;207;213;236;238
070_JP_End_319A_P06;1;91;93;169;169;259;277;95;97;133;135;154;161;128;144;187;197;231;246;136;140;209;209;236;244
071_JP_End_320A_P06;1;91;95;169;169;259;259;99;99;133;135;154;161;122;122;187;197;231;231;136;136;213;213;236;236
072_JP_End_321A_P06;1;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;246;246;136;140;209;209;236;246
073_JP_End_321B_P06;1;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;236;244;136;140;209;209;236;246
074_JP_End_321C_P06;1;91;91;169;169;257;259;95;97;135;135;154;161;108;128;187;197;0;0;136;140;209;209;236;246
075_JP_End_322A_P06;1;93;93;169;169;245;273;95;97;135;135;154;161;108;108;171;197;231;231;140;140;213;213;238;244
076_JP_End_323A_P06;1;93;93;169;169;245;261;95;95;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
077_JP_End_323B_P06;1;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
078_JP_End_324A_P06;1;91;93;169;171;259;271;97;99;133;135;154;161;128;144;187;187;231;246;136;136;209;213;0;0
079_JP_End_325A_P06;1;95;95;169;171;271;277;95;95;135;135;154;161;122;128;187;197;236;250;136;140;207;209;236;238
080_JP_End_325B_P06;1;91;95;169;169;245;259;97;97;135;135;154;154;144;144;187;197;246;257;138;140;203;213;236;238
081_JP_End_326A_P06;1;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
082_JP_End_327A_P06;1;93;95;169;169;259;259;99;99;133;135;163;163;108;144;189;197;236;236;140;140;209;209;238;238
083_JP_End_328A_P06;1;93;95;169;169;259;261;97;99;135;135;154;163;128;142;187;197;236;246;136;140;209;213;238;244
084_JP_End_329A_P06;1;93;95;169;169;245;245;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
085_JP_End_330A_P06;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;236;140;140;207;209;236;238
086_JP_End_331A_P06;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;238;244
087_JP_End_331B_P06;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;238;244
088_JP_End_331C_P06;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;244;244
089_JP_End_331D_P06;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;244;244
090_JP_End_332A_P06;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;244;244
091_JP_End_333A_P06;1;93;93;169;169;259;283;95;95;135;135;154;161;128;144;191;197;0;0;136;136;213;213;238;238
092_JP_End_334A_P06;1;91;91;169;169;259;259;97;97;135;135;154;161;144;144;171;185;231;246;140;140;203;213;236;236
093_JP_End_334B_P06;1;91;95;169;169;259;279;97;99;135;135;154;154;108;128;197;199;227;246;136;138;207;207;236;244
094_JP_End_334C_P06;1;91;95;169;169;259;279;97;99;135;135;154;154;108;128;197;199;227;246;136;138;207;207;236;244
001_JP_End_334D_P07;1;95;95;169;169;259;283;97;97;135;135;154;154;128;128;187;187;246;246;138;138;213;213;238;238
002_JP_End_335A_P07;1;95;95;169;169;245;259;97;99;135;135;154;154;128;147;187;187;231;231;136;136;209;209;236;238
003_JP_End_335B_P07;1;95;95;169;169;245;259;97;99;135;135;154;154;128;147;187;187;231;231;136;136;209;209;236;238
004_JP_End_336A_P07;1;95;95;169;169;259;283;95;97;133;135;154;161;108;108;187;197;236;246;136;140;209;213;236;244
005_JP_End_337A_P07;1;95;95;169;171;261;265;97;97;135;135;161;161;108;139;171;187;231;246;138;140;209;213;236;238
006_JP_End_338A_P07;1;95;95;169;169;259;271;97;97;135;135;154;154;108;144;187;187;246;246;136;136;209;209;236;236
007_JP_End_339A_P07;1;0;0;169;169;259;261;95;95;135;135;154;161;127;141;197;197;246;246;140;140;207;213;236;244
008_JP_End_340A_P07;1;91;93;169;179;271;271;97;97;135;135;154;154;108;128;187;197;231;236;140;140;209;209;236;236
009_JP_End_340B_P07;1;91;93;169;179;271;271;97;97;135;135;154;154;108;128;187;197;231;236;140;140;209;209;236;236
011_JP_End_342A_P07;1;91;91;169;171;271;273;97;97;133;135;154;154;126;144;189;197;246;246;136;140;205;207;236;238
012_JP_End_343A_P07;1;91;95;169;179;259;271;97;97;133;133;154;163;128;144;171;189;234;236;136;140;209;213;238;244
013_JP_End_343B_P07;1;91;95;169;179;259;271;97;97;133;133;154;163;128;144;171;189;234;236;136;140;209;213;238;244
014_JP_End_344A_P07;1;91;91;169;179;261;261;95;95;133;135;163;163;128;128;189;197;0;0;136;140;205;213;238;244
015_JP_End_345A_P07;1;93;95;169;169;245;265;95;95;133;135;159;161;108;144;171;187;231;246;136;138;209;209;244;244
016_JP_End_346A_P07;1;0;0;169;185;259;271;95;95;135;135;161;161;108;108;187;197;227;246;138;138;207;213;238;244
017_JP_End_347A_P07;1;93;95;169;185;259;271;95;97;135;135;154;161;108;144;187;197;227;246;136;138;207;213;238;244
018_JP_End_348A_P07;1;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
019_JP_End_348B_P07;1;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
020_JP_End_348C_P07;1;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;140;203;209;238;244
021_JP_End_349A_P07;1;91;91;169;169;253;259;97;97;135;135;154;161;142;144;171;185;231;246;140;140;203;213;236;236
022_JP_End_350A_P07;1;91;93;169;169;245;261;95;97;133;135;161;161;133;144;197;199;246;246;140;140;209;213;236;244
023_JP_End_351A_P07;1;91;91;169;169;245;277;97;97;133;135;154;163;133;142;187;187;231;231;140;140;209;209;236;244
024_JP_End_352A_P07;1;91;95;169;169;245;259;97;99;135;135;154;154;128;147;187;187;231;231;136;140;207;209;236;238
025_JP_End_352B_P07;1;95;95;169;169;259;271;97;99;133;135;154;154;128;128;187;187;231;231;136;140;213;213;238;238
026_JP_End_353A_P07;1;95;95;169;169;259;273;97;97;133;135;154;161;108;142;187;187;236;246;136;140;213;213;236;236
027_JP_End_353B_P07;1;95;95;169;169;273;273;97;97;133;135;154;161;108;142;187;187;234;236;136;136;213;213;236;236
028_JP_End_354A_P07;1;95;95;169;169;259;271;97;97;133;135;154;154;144;144;187;197;231;246;138;138;213;213;236;244
029_JP_End_354B_P07;1;95;95;169;169;259;271;97;97;133;135;154;154;144;144;187;197;231;246;138;138;213;213;236;244
030_JP_End_354C_P07;1;95;95;169;169;259;271;97;97;133;135;154;154;144;144;187;197;231;246;138;138;213;213;236;244
031_JP_End_355A_P07;1;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;231;138;140;207;213;236;238
032_JP_End_356A_P07;1;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
033_JP_End_356B_P07;1;93;93;169;169;245;261;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
034_JP_End_357A_P07;1;91;91;169;171;259;271;95;97;135;135;154;161;133;144;187;187;236;246;138;140;209;209;236;246
035_JP_End_357B_P07;1;93;95;169;169;259;271;95;97;133;135;154;154;108;144;187;187;246;246;136;140;209;213;236;236
036_JP_End_358A_P07;1;93;93;169;169;261;271;95;97;135;135;154;161;108;122;191;197;231;246;138;140;207;213;236;238
037_JP_End_358B_P07;1;93;93;169;169;261;271;95;97;135;135;154;161;108;122;191;197;231;246;140;140;207;213;236;236
038_JP_End_358C_P07;1;93;93;169;169;261;271;95;97;135;135;154;161;108;122;191;195;231;246;138;140;207;213;236;238
039_JP_End_359A_P07;1;93;93;169;169;261;265;95;97;135;135;154;161;108;122;171;191;231;246;138;140;207;213;236;238
040_JP_End_360A_P07;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;246;140;140;207;209;236;238
041_JP_End_360B_P07;1;93;95;169;169;245;259;95;99;133;135;161;163;108;144;189;197;236;246;140;140;207;209;236;238
042_JP_End_361A_P07;1;93;93;169;169;259;259;97;97;135;135;154;161;108;128;171;197;246;246;140;140;207;207;238;238
043_JP_End_362A_P07;1;93;93;169;169;259;259;95;97;135;135;154;161;108;108;191;197;246;246;136;138;209;209;238;238
044_JP_End_362B_P07;1;93;93;169;169;259;259;95;97;135;135;154;161;108;108;191;197;246;246;136;138;209;209;238;238
045_JP_End_362C_P07;1;93;93;169;169;259;259;95;97;135;135;154;161;108;108;191;197;246;246;136;138;209;209;238;238
046_JP_End_362D_P07;1;89;93;169;169;271;277;97;97;135;135;161;161;108;128;187;197;231;236;136;136;205;213;236;238
047_JP_End_363A_P07;1;93;93;169;169;259;259;95;97;133;135;161;161;108;108;187;187;246;246;136;136;209;213;238;238
048_JP_End_364A_P07;1;95;95;169;171;257;259;95;95;135;135;154;161;122;144;171;197;236;246;136;140;209;213;238;244
049_JP_End_365A_P07;1;91;95;169;169;259;277;97;97;133;135;161;163;108;122;171;191;227;248;136;140;209;213;238;244
050_JP_End_366A_P07;1;91;95;169;169;261;271;97;97;133;135;154;163;108;144;187;191;234;257;140;140;213;213;238;238
051_JP_End_367A_P07;1;93;95;169;169;259;277;95;97;135;135;161;161;108;108;187;197;246;246;138;140;207;213;238;244
052_JP_End_367B_P07;1;93;95;169;169;259;277;95;97;135;135;161;161;108;108;187;197;246;246;138;140;207;213;238;244
053_JP_End_367C_P07;1;91;91;169;169;271;283;95;95;133;135;154;161;108;128;191;197;227;246;136;140;209;213;238;238
054_JP_End_367D_P07;1;91;91;169;169;265;283;95;95;135;135;154;154;108;128;191;197;227;246;136;140;209;213;238;244
055_JP_End_367E_P07;1;91;91;169;169;259;283;95;95;135;135;154;154;108;128;191;197;227;246;136;140;209;213;238;244
056_JP_End_367F_P07;1;91;91;169;169;259;283;95;95;135;135;154;154;108;128;191;197;227;246;136;140;209;213;238;244
057_JP_End_367G_P07;1;91;91;169;169;259;283;95;95;135;135;154;154;108;128;191;197;227;246;136;140;209;213;238;244
058_JP_End_368A_P07;1;93;95;169;185;259;269;95;97;135;135;161;161;108;144;187;197;227;246;138;138;207;213;238;244
059_JP_End_369A_P07;1;91;93;169;169;277;277;97;99;133;135;154;163;133;142;187;187;231;246;140;140;209;209;236;244
060_JP_End_370A_P07;1;93;93;169;171;257;271;95;97;135;135;154;163;108;128;187;187;231;236;136;136;203;209;238;244
061_JP_End_371A_P07;1;91;95;169;169;245;271;95;99;133;135;154;161;108;128;187;191;246;257;140;140;205;209;238;244
062_JP_End_371B_P07;1;91;95;169;169;245;271;95;99;133;135;154;161;108;128;187;191;246;257;140;140;205;209;238;244
063_JP_End_371C_P07;1;95;95;169;169;271;271;95;97;133;135;154;161;139;144;189;197;236;246;138;140;205;209;236;238
064_JP_End_371D_P07;1;91;95;169;169;245;271;95;97;133;135;161;161;108;128;187;189;246;257;140;140;205;209;238;238
065_JP_End_371E_P07;1;95;95;169;169;271;283;97;97;133;135;154;161;139;144;189;197;236;236;138;140;205;209;236;238
066_JP_End_372A_P07;1;91;95;169;169;245;271;99;99;133;135;154;161;108;128;191;197;236;246;140;140;205;209;238;238
067_JP_End_372B_P07;1;95;95;169;169;271;271;97;97;133;135;154;161;108;139;197;197;236;246;138;140;205;209;238;238
068_JP_End_372C_P07;1;95;95;169;169;271;271;97;97;133;135;154;161;139;144;197;197;236;246;138;140;205;209;236;238
